Date,V,ADBE,LLY,COST,MRK,ABBV,PG,AMZN,MSFT,AMD,NVDA,HD,XOM,CVX,JPM,TSLA,GOOGL,META,GOOG,AVGO,UNH,MA,AAPL,JNJ,CRM
2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-03,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-10,-1.060799787318723,-0.049447858446827926,0.5498511553530967,-2.685779723531515,2.556816105614681,1.7645317487315706,0.7038063491262123,-0.12332946655839824,0.8865784620957637,2.4702044462754262,1.2449059309898007,1.9589203725059208,9.54216646860881,7.519776667958481,8.063876463333527,20.588676413331296,4.15379947926013,-0.5094054825428879,4.569381382660406,4.8022231713262515,3.974253118293991,0.6714318856041837,2.0400272891897124,2.261976540659944,0.7852552070765563
2021-01-11,0.43820915830393425,-0.12147590745639428,0.05411034988423798,-1.5436173800267678,2.379772124263734,0.723001542785358,0.06488560913538331,-1.112634114306531,0.7893534965036303,1.9510674285699094,-0.9548844801049796,1.1426456246588925,4.505745021776221,4.689657277074337,8.253086049064809,19.71269446518257,3.320594072464185,-1.2547491903781276,3.8077556602324085,4.097175495176391,5.391539302092703,1.85078361270593,0.79383908749619,1.073637102159879,0.2347368199904589
2021-01-12,0.12698912551104244,1.7005838856767839,13.157250580283403,-1.6242309676477538,3.180383493996017,3.2581878692484674,-1.6481146534232227,-0.7701497611204526,2.468789396072599,7.6607971091242595,7.9828768185850345,1.3678676839420538,4.998878080532611,2.0044491772743283,4.94108692452299,7.3031041860749575,1.9391968836246287,-2.457180236486583,1.8112188661721886,4.77131075030594,0.4119495175178141,0.18703048105117803,1.87993466200908,-0.28780999098869375,0.9715503876078307
2021-01-13,-2.315138209047313,-1.2747512166404422,7.821263388706214,-1.0110896621375935,-1.1068803700551337,2.8769559752258806,-1.296365122530763,-1.3070165838525982,-1.5392371220366936,0.21016912625637266,1.0547820705572613,3.7820087272980674,6.49466646597648,3.45820779757598,3.2015943621428384,4.092935829952723,-2.08021540524143,-6.567684206988076,-2.2772455925173922,1.3532104471855055,-2.0984586712668345,-1.9836426611789804,-1.619305795018236,-1.3967639225393549,-1.1285400051814645
2021-01-14,-2.8312791511396487,-2.690170716625815,11.471663913097617,-0.8082365287999844,-0.8310210628310357,4.828936764500789,-1.1023840718419753,-0.5281678492743984,-1.4934882306807562,-2.960459925512961,1.9206530337541983,1.843246320034123,6.51121677097366,2.382518802503409,3.183356635088236,-2.910156036647311,-2.8133908786082533,-5.953585042611922,-2.9221788303027147,1.249882556223041,-2.2978083510615606,-2.1251997743501767,-0.8784578836054282,-1.3434103890772084,-1.738425836366044
2021-01-15,-6.307726400736659,-4.500106537864161,12.186766620397904,-2.051683053414273,-1.0357694299575115,4.064510810845975,-2.154326953680849,-1.7353127617982462,-3.00518668220755,-4.007190571107507,-0.5761947608398112,-0.27871716162136356,10.668725003285205,4.841892780036385,3.786203304455461,-3.9794572814761295,-3.72171414666746,-8.195988838165027,-3.709025475164878,1.4428669922861137,-3.5389018274434636,-7.607747057621689,-2.3778866467861386,0.3811551086864598,-2.900372625357765
2021-01-16,-6.433047485111425,-5.569989526135811,14.638543401401396,-2.1030433929699677,0.4215339583573677,3.02973813900093,-2.889253332960998,-2.464888771013257,-3.1736642271501547,-6.735041893909618,-3.142712299927905,2.415548734051818,5.345359335930505,1.1089091859148204,1.9261836751154646,-6.12031732705381,-3.9052697789108186,-6.058230096852837,-3.9298089428069582,0.04712131949007898,-3.327011301387924,-8.644904849582453,-3.7182912144158515,0.16246549395945856,-4.008284167535241
2021-01-17,-5.3079069398067915,-3.4075581973006766,2.5976130835949074,-0.5082294590488837,-1.9058889043575107,1.3758943736817653,-2.2270636113816282,-0.31982500514716683,-2.2253949489333262,-9.295630761467706,-5.59409413210685,1.6074863307741685,2.24167214696846,0.5349321745981971,0.42737872136766497,1.8454333335063677,-1.6324208589696874,-2.1336224130488324,-1.7280575445122874,0.020189414913631205,-2.619546003335066,-7.16255070852138,-1.4265749719650205,0.5835527157332606,-2.341351940596363
2021-01-18,-3.4808025716823723,-2.8771350577388186,6.694631440939126,-0.5601341231593038,0.3490198863390325,0.6740734851502709,-1.6563328872044285,-0.531275326764151,-1.0608099646363416,-7.4979042366981234,-4.636720941511306,-0.26779223042500977,0.020882041165745328,-1.3391901103949075,-1.1268020377262729,-2.740632561448154,-0.5646286923696218,0.1075328672583172,-0.5931668092177397,-0.7877363602952461,-1.6985218141294416,-5.733116438901705,-1.2888226884919471,1.3722874229678688,-1.1043081085891515
2021-01-19,-3.706715805772613,-2.9594325986573544,2.8409726536177407,-1.305357238200454,1.263051243052519,-1.716318681684024,-1.8067869931435498,-1.9470043728602733,-1.7056496736012787,-3.88973604522374,-4.967948284245405,0.5619443946428035,-1.094586533125471,-1.2439717556132708,-1.2183873455666017,-3.3063821707430074,-1.1234869805352965,-0.11126958352248538,-1.0379611948056104,-1.1879137104826574,-1.0534082531377345,-6.661270378280344,-2.8650011593602103,1.5263814500130901,-2.3100162504920045
2021-01-20,-0.09907705718692457,-1.4613484953095204,6.31527833946713,-2.1746942873132866,1.241328241652756,0.49270184116302695,-1.6200271714306935,-0.214556970301014,1.6054821614645307,-1.4759378277040884,-1.3257324426684989,1.8074108108015896,-2.9218866638384378,-1.0262810236284032,-2.2171884418859764,-0.05325227286442946,3.0937369338923606,6.293765979596682,2.9123383831776457,1.5926696247931649,0.4735696425099862,-0.30281413652885014,-0.8377952062475564,1.3258667685882262,0.5380280011510883
2021-01-21,2.192568207371178,2.543229295223667,5.498762907921876,-0.23746848366584175,-1.1033801715881164,1.9001141578910692,-2.11456160359708,5.126206178014445,5.497297332205338,0.6121765345561584,3.9367782199491623,-0.4680897572712486,3.4245132815828248,3.572593165772178,-1.9258498129686723,2.940113277341097,8.824284829797927,6.413116779453364,8.680500901057671,3.595379288965423,-0.1309397868095604,3.6039081682052276,3.8461533845552105,1.2975681793237988,4.832505902811808
2021-01-22,1.7610015954400458,3.0431371922001897,6.070137637841605,0.17671308934946026,-2.6385211370522392,0.6695670608405704,-2.7971541078838738,6.531051987189154,5.793561099379086,3.7637453001726975,7.838564279613585,1.255485141353229,0.45938864795784257,-0.08686524578264997,-2.7481228904839594,2.27922166431921,9.060441807327773,8.557445279521565,8.931048105186235,4.703375784149806,1.0532343682322511,3.4585139943190444,7.652977642165433,0.8920727689066436,4.2366514052525766
