Date,V,ADBE,LLY,COST,MRK,ABBV,PG,AMZN,MSFT,AMD,NVDA,HD,XOM,CVX,JPM,TSLA,GOOGL,META,GOOG,AVGO,UNH,MA,AAPL,JNJ,CRM
2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-03,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,-0.665869298686415,0.1112639693815641,-0.18730970307779457,-0.3393419875400937,-0.35820233978123883,0.0,0.1233479610441431,-0.6470726872923819,-0.1975322383884054,-0.216689676082189,-0.10485145384668462,-0.4774210751432882,0.8192774761153991,0.9207871416915748,-0.6991378911655936,-0.837250171229343,-0.060252647412574876,-0.24168732452733158,-0.18747692296282406,-0.039982462547916604,-0.2317589581097997,-0.7653140960323067,-0.401826951352751,-0.1597444089456869,-0.3721992077148225
2021-01-06,-0.33098292539256374,-2.386295019380989,-2.008183892253431,-0.5109871081219135,-0.6411864176848986,-1.6431924882629108,0.0504739190764901,-2.237992932953324,-2.6296447398071905,-1.239618344397462,-1.3595885775845633,-0.7479760667847131,2.0919536722117456,2.2988505747126435,3.366496860775908,3.180477052876496,-2.2867180797068154,-3.3103299923584983,-2.199408850311759,-1.1212376178724375,-2.2302792092973114,0.8635081123857073,-2.511253663140292,-0.6947018252919687,-1.5890232053857503
2021-01-07,-0.1975346527093214,1.0057692234696152,-0.08520852129785876,0.2675587215145138,0.20635416707107335,0.5019878481769438,-0.29252543621345145,0.5932995483011995,0.8433419487080389,1.107051898294337,2.7983721135446507,-0.23171323400094027,0.8742420630183533,0.6570114897998057,3.147091823342316,2.8638295669265474,0.22520459981369342,0.9836300793380762,0.27487608812812286,1.5512636290297301,-0.20318437138433537,0.40282677693445273,1.3902070753896882,-0.5193028977951369,0.4071269524226364
2021-01-08,0.16837407720045192,0.47306271441004116,0.23518023598996488,0.05435466464299984,0.4165670625960196,0.12182293555739016,-0.27368013403557095,0.564170238934174,0.17866113960488758,0.8617062455523261,0.1386372566015073,0.40937290539803284,0.5338115732962362,2.0616277822934976,0.07360425929902331,4.896821424712843,0.15893102311039906,-0.16000323413210638,0.040843779203857074,0.8141783153201693,0.5396820062162124,0.42874294369294635,1.1533719278603791,0.08729774515870968,0.9266925002539413
2021-01-09,-0.5941048027048107,-1.0513308677277842,-0.11417729536984109,-0.4919736476746854,1.61387396968584,-0.40085794596095486,-0.2305584558751178,-0.08483018286096623,-0.4280131419293913,1.480229962756503,0.6458645053338958,-0.646620185831855,-0.5719276875700781,1.0979358584718864,-0.03676154255785175,-2.729478738660853,-1.1497201003644548,0.2765594850391006,-1.0640650315344042,0.3051757712187007,0.9934189730158074,-0.7036938558719967,0.28776191991036776,0.2936773559236645,-0.9187503818305228
2021-01-10,-0.5941048027048107,-1.0513308677277842,-0.11417729536984109,-0.4919736476746854,1.61387396968584,-0.40085794596095486,-0.2305584558751178,-0.08483018286096623,-0.4280131419293913,1.480229962756503,0.6458645053338958,-0.646620185831855,-0.5719276875700781,1.0979358584718864,-0.03676154255785175,-2.729478738660853,-1.1497201003644548,0.2765594850391006,-1.0640650315344042,0.3051757712187007,0.9934189730158074,-0.7036938558719967,0.28776191991036776,0.2936773559236645,-0.9187503818305228
2021-01-11,-0.691571248772374,-0.641108190066066,11.171201207132395,-0.3676314700127869,0.5660673156239124,-0.18644257900712322,-0.028815684175703772,-1.0899532662113434,-0.5236289600456221,-0.5815215067771426,1.0695374616238889,-0.6020272545372911,-0.9238851240733248,-2.1519532774145818,-1.058669604598592,-3.479465864350019,-1.1575114755158582,-2.6497724497572577,-1.1697580770789204,-1.1287202969964798,-0.21189892407884603,-0.4917396416390332,-2.1658466825105394,0.324921453558943,-1.0853848298466982
2021-01-12,-0.25835081654123365,0.03584966076993051,-1.6940997708473593,-0.0027498599918845596,0.14117416873925295,0.18345678205397276,0.0,0.1859251715126144,-0.4551958564345191,0.6272499849373393,0.9617131694840789,-0.04425234299447605,1.3236527110696668,1.1572109231942342,1.0068811002686453,2.442090940343494,-0.6223359086542145,-0.0817596394923892,-0.7245057510656071,0.45091062545150623,-0.7789321021742897,-0.3216615725158806,-0.37214742087061226,-0.13804431664903694,-0.1145475372279496
2021-01-13,0.2633357512929626,0.074208864209684,0.5760619472689371,0.04667295564492335,0.3369913542760662,0.01822214673288541,0.036485261323875,0.24384100033482178,-0.4233882819197994,-2.4643440216861547,0.038925625576670696,0.7165385888405047,1.3575557574799246,-0.1499886384627933,-1.1624624651421227,0.3908430021071011,-0.5818948728489839,0.18320391914305106,-0.45632651563533366,0.20249073518983024,-0.37215955184751887,1.9508840726316907,-0.031062534141243547,0.06323331539808909,0.6867092140867243
2021-01-14,0.5827567160900436,0.07626647144379624,-0.12398691511541289,-0.25889417507235696,0.09715330616924951,-1.556247263221785,0.12385121357180741,0.05149417948044667,-0.19875782705927514,-0.010897947661255543,0.3196150546539037,0.16420807410187227,0.16522477092119664,0.7399489988270626,0.09975018422527213,-1.289781146101618,0.09270985779306873,0.6994096769610649,-0.044461313612641766,0.5097445433621037,0.5098010125708798,0.6814356136176448,-0.06875722997195036,1.6213804347899619,0.02291825714381124
2021-01-15,-0.15852933877498865,-0.16620740214819987,0.05892153244043523,-0.35601173539192577,-0.40159989958056397,-0.3852013936716162,-0.40500960191303415,-0.1422898736096683,0.23471973991723352,-0.044058723564240655,0.21022051306474365,0.10807503498535477,-2.782749925787421,-1.3299787113601453,-2.6492920179032713,0.8284060083298906,-0.10976962923306625,0.9200433611999125,-0.11435892885264727,-0.8604894342498663,-0.402249070555913,0.1865891422649564,-0.10084933606336748,-0.2178592331301804,0.2643747909524858
2021-01-16,-0.024804331894539747,0.9648999208213791,-2.081040589081853,-0.3037348388536898,-1.846958083386746,0.6152735485252623,0.3487173356283784,0.6046594939090677,0.40912786313081995,2.8794931888560154,2.8655838279975727,-2.525487698234423,2.129881960249404,2.312960112407025,-0.8727688395803128,3.1277267957096226,0.08103598881129258,-1.3765144436129892,0.11519300563045694,0.5225942672129773,-0.6205501712302884,1.3240112138832225,1.2899161534697663,0.0,1.421600257095634
2021-01-17,-0.024804331894539747,0.9648999208213791,-2.081040589081853,-0.3037348388536898,-1.846958083386746,0.6152735485252623,0.3487173356283784,0.6046594939090677,0.40912786313081995,2.8794931888560154,2.8655838279975727,-2.525487698234423,2.129881960249404,2.312960112407025,-0.8727688395803128,3.1277267957096226,0.08103598881129258,-1.3765144436129892,0.11519300563045694,0.5225942672129773,-0.6205501712302884,1.3240112138832225,1.2899161534697663,0.0,1.421600257095634
