Date,V,ADBE,LLY,COST,MRK,ABBV,PG,AMZN,MSFT,AMD,NVDA,HD,XOM,CVX,JPM,TSLA,GOOGL,META,GOOG,AVGO,UNH,MA,AAPL,JNJ,CRM
2021-01-29,-4.815065140491932e-07,-4.50410353194756e-07,2.4306341228704055e-06,-1.197278656069177e-06,-4.138123259992364e-07,-8.586175198531444e-07,-6.099189391077887e-07,3.597286578585405e-08,2.1261739680477922e-07,-9.865450243961366e-08,-1.5560727658391044e-07,4.214807194625332e-07,-1.9521662689107198e-07,-5.562131848960093e-07,-5.301667802830719e-07,-2.807167953551854e-08,1.096967157380284e-07,1.4060754282985302e-07,1.7473412652527066e-07,6.931527638888528e-08,-1.7174679470454907e-06,-9.218633077625045e-07,3.321247406775694e-08,7.98028211691853e-07,5.262722324525e-07
2021-01-30,-1.9835988922787558e-07,-3.173224722717293e-07,1.3566985699529238e-06,-1.0534837490859245e-06,-5.81610706703367e-07,-8.738130618651577e-07,-6.698264399678265e-07,2.931532592919192e-08,2.0918909195228822e-07,-9.997977481460105e-08,-5.872405659062648e-08,2.2654853481377455e-07,-2.7906275931469054e-07,-7.330711088918293e-07,-5.979546745422067e-07,-5.802589444182599e-08,1.2512019024294403e-07,1.6999593681368853e-07,1.7026496461587916e-07,-1.5736687806867033e-07,-1.2401359922383973e-06,-4.266984653588745e-07,1.3327757052014964e-08,6.859248018855806e-08,7.136817478967392e-07
2021-01-31,-1.9239679273756525e-07,4.920755562464611e-08,1.0731269713768795e-06,-1.0338480152316038e-06,-7.091579170286705e-07,-7.755208261558544e-07,-5.841977724892932e-07,3.824540739638551e-08,2.1364689262122292e-07,-5.135208377797177e-08,3.7299453688809334e-08,-4.242745605139626e-07,-1.6346458990449638e-07,-5.089736531334676e-07,-4.856320323379447e-07,-3.7625046892277036e-08,1.2964877562243353e-07,9.124565224704137e-08,1.7778185542091905e-07,4.725861081693962e-07,-1.2936300666666723e-06,-2.826934446926928e-07,2.1355458862889628e-08,7.844347078017908e-08,9.002247825736793e-07
2021-02-01,-1.9239679273756525e-07,4.920755562464611e-08,1.0731269713768795e-06,-1.0338480152316038e-06,-7.091579170286705e-07,-7.755208261558544e-07,-5.841977724892932e-07,3.824540739638551e-08,2.1364689262122292e-07,-5.135208377797177e-08,3.7299453688809334e-08,-4.242745605139626e-07,-1.6346458990449638e-07,-5.089736531334676e-07,-4.856320323379447e-07,-3.7625046892277036e-08,1.2964877562243353e-07,9.124565224704137e-08,1.7778185542091905e-07,4.725861081693962e-07,-1.2936300666666723e-06,-2.826934446926928e-07,2.1355458862889628e-08,7.844347078017908e-08,9.002247825736793e-07
2021-02-02,-1.2352917935736668e-07,1.0185410083709292e-06,1.204399372680651e-06,-1.3554542220566243e-06,-8.778484473846294e-07,-9.892743327203192e-07,-6.597176123149402e-07,9.238985450062691e-08,3.811263721095425e-07,-1.4719480502663543e-08,1.351525822989933e-07,-5.402048316151574e-07,-2.5403954077719253e-07,-7.639555514900137e-07,-5.871526138068246e-07,2.169013960835545e-08,2.3792027516063466e-07,1.849043880301748e-07,2.968661370693721e-07,2.751764078724975e-06,-1.6305418827877533e-06,-1.0665751937797068e-07,5.1823720757114806e-08,1.5077454747203523e-07,1.261742301326931e-06
2021-02-03,4.4756756474042264e-08,1.939584080072194e-06,6.697129120968385e-07,-9.537434221309026e-07,-6.819120476851317e-07,-6.086012222760684e-07,-6.51119855046503e-07,6.256858598061298e-08,4.87379934261791e-07,2.17689702355327e-08,2.45965537436982e-07,-3.026897825996231e-07,-1.4774845032987113e-07,-5.915723741947857e-07,-2.960844726023592e-07,7.727675393876094e-08,1.6710817157389664e-07,3.610671999962624e-07,2.4232601580898954e-07,4.311839076725024e-06,-1.3443635602033736e-06,6.044420213497643e-07,7.411645441787639e-08,5.178898457475075e-08,1.3848587064406824e-06
2021-02-04,-1.1053657813942233e-08,2.593720518979976e-06,-2.081583895160958e-07,1.1862690187630972e-07,-7.031656875623946e-07,-3.8524141627802525e-07,-4.761739152182875e-07,4.3342867286873536e-08,4.518467027855932e-07,-5.397189316349289e-08,1.5806317119237377e-07,1.2799397559089232e-07,-1.0216192808261459e-07,-6.344079891870279e-07,-1.9817712028877585e-07,2.1817740081963696e-08,1.5710418067094535e-07,1.4944511452875258e-07,1.8929188131770283e-07,7.218486120818408e-07,-1.60037241815573e-06,5.228942291450366e-07,5.317910770614383e-08,-1.6283178515966987e-07,1.5551369379097136e-06
2021-02-05,1.0820526569402987e-07,2.086306325199748e-06,6.116794023207664e-08,-4.421493496219848e-07,-4.132872178343225e-07,-4.000622613215603e-07,-3.32360232626588e-07,2.8224625690823666e-08,3.1136961280692296e-07,-3.329986876279501e-08,1.1092285072129028e-07,5.537090174307455e-07,-9.583620347049647e-08,-8.448305867082328e-07,1.350166727073914e-07,-1.1403319900531446e-09,1.8996568590932125e-07,-2.3046629742770363e-08,2.5102246564745994e-07,1.242820595703045e-06,-1.0287892255728278e-06,3.8956120001474416e-07,4.822445247447024e-08,-3.0958221554676296e-08,1.3640213599975448e-06
2021-02-06,1.7206589244574675e-07,2.5422659894054505e-06,-1.0490921945306754e-07,-9.711304512747581e-07,-4.7671742128167764e-07,-3.136052630377287e-07,-2.170632144486894e-07,1.8857567345079863e-08,4.2419727774826215e-07,-1.3102346211159135e-07,-1.1787446064216214e-07,-2.8490327679888016e-08,1.0933556408873994e-07,-3.7279451875573394e-07,2.3243468517489332e-07,1.5382707437766902e-08,3.6373319511403767e-07,-1.4035852179383e-07,3.5606556396162045e-07,-1.3894449950565624e-07,-1.1882745532569509e-06,4.346737403525815e-07,-1.0617604272989367e-09,1.7712090934517104e-07,1.4991572045978284e-06
2021-02-07,3.248982176769904e-07,2.486929408593533e-06,-7.759007904173137e-07,-9.087436857339775e-07,-4.601289975493142e-07,-2.649758302780886e-07,-6.532053572581466e-08,2.513317953173658e-08,3.983348861565541e-07,-1.741060477010437e-07,-5.238189325765076e-08,-7.572970889284512e-07,1.5188904291516424e-07,-3.3585948962598217e-07,3.1157916459825823e-07,1.185390655172573e-08,3.472379535973776e-07,-1.8720368835155456e-07,3.3743952382966655e-07,1.704824925494957e-07,-9.17175927638331e-07,1.000626881365011e-06,-2.1944242998318546e-08,5.795358639505311e-08,1.1576138524173545e-06
2021-02-08,3.248982176769904e-07,2.486929408593533e-06,-7.759007904173137e-07,-9.087436857339775e-07,-4.601289975493142e-07,-2.649758302780886e-07,-6.532053572581466e-08,2.513317953173658e-08,3.983348861565541e-07,-1.741060477010437e-07,-5.238189325765076e-08,-7.572970889284512e-07,1.5188904291516424e-07,-3.3585948962598217e-07,3.1157916459825823e-07,1.185390655172573e-08,3.472379535973776e-07,-1.8720368835155456e-07,3.3743952382966655e-07,1.704824925494957e-07,-9.17175927638331e-07,1.000626881365011e-06,-2.1944242998318546e-08,5.795358639505311e-08,1.1576138524173545e-06
2021-02-09,2.7910409080312855e-07,2.6130537844781764e-06,-6.16943247724067e-08,-2.704628917306985e-07,-4.3874325022058e-07,-3.9419063116118933e-07,-9.106329115773965e-08,1.4318272000553121e-08,3.2916382923924767e-07,-2.986082556944796e-08,1.2185844105834664e-07,-4.022004125240839e-07,2.661197568922817e-07,-2.756650042475325e-08,4.682381234065909e-07,3.2767728927986274e-08,3.5184109144048455e-07,-2.097570950146749e-07,4.063257939614689e-07,9.378460509882136e-07,-1.4035083808970667e-06,9.212326401436577e-07,-2.1784547103235837e-08,1.3879365096848002e-07,1.3441877388625643e-06
2021-02-10,3.61773564011248e-07,3.0389317430174305e-06,-1.8827622903005315e-06,-2.976316208735133e-07,-5.583599256999527e-07,-8.381091420760731e-07,-4.5619021427430584e-07,7.577543838932134e-09,2.632711426477327e-07,-9.098728365851802e-08,1.5536949287875682e-07,-1.1623616385081504e-06,2.744621751610367e-07,8.678445038017867e-09,6.554287235012959e-07,-7.824703865438464e-08,4.367299901259295e-07,-2.1069873869121896e-07,5.446150389999461e-07,1.659417078221222e-06,-1.2758401911807036e-06,4.313125024636474e-07,-6.297526096427795e-08,3.1514916205344895e-08,9.252307579539472e-07
2021-02-11,2.589830332042744e-07,1.950272671488372e-06,-1.278592967842808e-06,-1.1226112423732402e-06,-5.698151194824207e-07,-5.863293984786162e-07,-4.2577750220858047e-07,-1.8864619460783774e-08,2.0350622988905227e-07,-5.8712098698521114e-08,2.0380869407792417e-07,-5.739576450856754e-07,4.449338515205692e-07,4.028173975558685e-07,5.948496764694395e-07,-8.15769299942606e-08,3.727655913474768e-07,-2.4574368787521755e-07,4.0913602521078653e-07,9.133257366563322e-07,-6.864418564330939e-07,4.678347451972286e-07,-7.430183689432797e-08,-3.6355938222078966e-07,8.351403945291539e-07
2021-02-12,9.567587007951897e-07,4.9452531393566986e-06,-6.781986763194717e-07,-5.629567930636886e-07,-3.4429233668531e-07,1.8348207138709058e-07,-6.34435302772347e-09,1.986042860726894e-08,3.159391930809098e-07,1.208814300198588e-07,4.006055832462369e-07,4.232047668475322e-07,3.6707334994368077e-07,5.052337225852301e-07,9.698756388314371e-07,-9.365520962036627e-08,7.242854618903571e-07,-5.012638448502875e-08,7.655754245636461e-07,4.4243965438720155e-06,8.65411403173199e-09,1.6980835330509018e-06,-7.589009642715521e-08,-2.2255086469978276e-07,1.2021010195541727e-06
2021-02-13,8.569982452323214e-07,4.910427485067941e-06,-5.157777053998521e-07,-5.757318358632615e-07,-5.561535460435783e-07,5.903900295583253e-08,-2.500053633437841e-07,2.65117140468836e-08,1.531488335573884e-07,1.853015469453495e-07,3.9056923980627957e-07,-8.118124765194699e-08,4.9011322076269e-07,5.04614023665393e-07,1.0285161452282671e-06,-3.241540291174632e-08,6.871679228365135e-07,2.281339801830381e-07,7.558347278086552e-07,5.648918645342784e-06,-1.0615231865262245e-06,1.7044191556321859e-06,-2.0860405149064444e-08,-3.4560384035590787e-07,1.419344092639455e-06
2021-02-14,1.2511697300808066e-06,6.021112592493589e-06,-1.2521504592351513e-07,4.330833386389236e-08,-3.9860811819981523e-07,5.116005109108955e-07,-5.473642945192513e-08,4.7753318719367234e-08,3.391892525100775e-07,2.463315634363242e-07,4.0499278916183833e-07,1.032637862383577e-06,6.411628465915734e-07,1.0977906208888789e-06,1.1744648807035803e-06,3.992394228580482e-08,7.713488881127722e-07,5.1783261213671e-07,8.542226824941578e-07,5.867586892190125e-06,-5.798371353319079e-07,2.5825419610796244e-06,4.296455537372086e-08,4.792267954144155e-07,1.5218522770150022e-06
2021-02-15,1.2511697300808066e-06,6.021112592493589e-06,-1.2521504592351513e-07,4.330833386389236e-08,-3.9860811819981523e-07,5.116005109108955e-07,-5.473642945192513e-08,4.7753318719367234e-08,3.391892525100775e-07,2.463315634363242e-07,4.0499278916183833e-07,1.032637862383577e-06,6.411628465915734e-07,1.0977906208888789e-06,1.1744648807035803e-06,3.992394228580482e-08,7.713488881127722e-07,5.1783261213671e-07,8.542226824941578e-07,5.867586892190125e-06,-5.798371353319079e-07,2.5825419610796244e-06,4.296455537372086e-08,4.792267954144155e-07,1.5218522770150022e-06
2021-02-16,1.2511697300808066e-06,6.021112592493589e-06,-1.2521504592351513e-07,4.330833386389236e-08,-3.9860811819981523e-07,5.116005109108955e-07,-5.473642945192513e-08,4.7753318719367234e-08,3.391892525100775e-07,2.463315634363242e-07,4.0499278916183833e-07,1.032637862383577e-06,6.411628465915734e-07,1.0977906208888789e-06,1.1744648807035803e-06,3.992394228580482e-08,7.713488881127722e-07,5.1783261213671e-07,8.542226824941578e-07,5.867586892190125e-06,-5.798371353319079e-07,2.5825419610796244e-06,4.296455537372086e-08,4.792267954144155e-07,1.5218522770150022e-06
2021-02-17,4.982475356204234e-07,3.6469570455094267e-06,4.7038495601900174e-07,5.428178494726467e-07,-4.1298353922748585e-07,3.294620617578678e-07,-9.873213466658402e-08,-4.2948066156005764e-08,6.322711143806185e-08,1.234813809025301e-07,4.911677502673644e-07,6.855271705449583e-07,5.648735205101394e-07,5.55252743823918e-07,9.558828333822587e-07,-8.737131776373211e-08,3.7079541450950593e-07,2.960789144027787e-07,5.115389568912837e-07,3.1636922450467893e-06,-6.472423819895931e-07,2.0949750863008126e-06,-8.789346564915367e-09,2.56437050526336e-07,8.130181631496201e-07
2021-02-18,2.888305960133959e-07,6.151327532375187e-07,1.3528830319735254e-06,3.2283417749608147e-07,-2.0663965120995917e-07,3.926902387609355e-07,-2.8967198155940282e-08,-3.2012715066214764e-08,9.043183089450159e-08,3.769198975466764e-08,3.6223415954397386e-07,9.101624336173076e-07,6.202706209795445e-07,7.095717205714409e-07,7.955208357415792e-07,-1.0965434099312403e-07,5.122394710013946e-07,1.903904520531583e-07,4.863935957212767e-07,8.337836424452893e-07,-1.3364205236957027e-06,3.904915481229573e-07,-3.139660490322622e-08,4.0961642607962225e-07,9.775526493361698e-07
2021-02-19,5.414431401812171e-07,7.422319085801551e-07,5.388829975691822e-07,2.514029783498691e-07,-2.4691087617440766e-07,-1.544878060254116e-07,6.484461243058916e-08,7.82784230759708e-09,1.920759782519548e-08,2.3953454113573465e-08,4.1035275226852733e-07,9.170036489757221e-07,4.702705837386292e-07,7.518403477446901e-07,7.303424128455842e-07,-1.4618866223122867e-07,1.0109958736324517e-07,6.738574924116677e-08,1.0149488780337814e-07,2.323922148508485e-06,-1.1771134625347084e-06,7.07943724593275e-07,-3.2606182729741164e-08,6.291651597233216e-07,1.2500492844412793e-06
2021-02-20,-1.4389618767263587e-07,-7.705856133498322e-07,-1.0107609356304566e-07,-1.6500133875377112e-07,-1.826143909585023e-07,-4.839072269481532e-07,-1.7882226701612862e-07,-2.8276375226122633e-08,-1.701058260207173e-08,6.703873499071784e-08,3.399628733168363e-07,7.208489641474908e-08,3.697579032616166e-07,8.571391722078544e-07,5.903950664301988e-07,-1.4208855250015285e-07,4.515418087885133e-08,-7.220082771580461e-08,6.449415179985953e-08,2.2828243579807576e-06,-6.22065777921708e-07,-5.48719896465771e-07,-6.243353187093523e-08,7.461240975815172e-08,7.757268802022347e-07
2021-02-21,-1.2891103431944e-07,-9.709384160167858e-07,-1.2264542231868897e-07,-6.12313766811167e-08,-1.5867568598252757e-07,-5.104619062278236e-07,-2.284242653532095e-07,-3.5425566953167065e-08,-2.0102562633169742e-08,6.46826759117069e-08,3.6162989902190596e-07,6.856069254341949e-08,2.1430522599301487e-07,8.21964684420587e-07,6.078984853706862e-07,-1.4633649463667495e-07,-2.5223993494335673e-11,-9.520467944829814e-08,5.134627958336909e-09,2.8564754638799886e-06,9.319662936319435e-09,-4.0217503501584466e-07,-5.746653963272897e-08,-1.091320219827242e-07,6.908109350279014e-07
2021-02-22,-1.2891103431944e-07,-9.709384160167858e-07,-1.2264542231868897e-07,-6.12313766811167e-08,-1.5867568598252757e-07,-5.104619062278236e-07,-2.284242653532095e-07,-3.5425566953167065e-08,-2.0102562633169742e-08,6.46826759117069e-08,3.6162989902190596e-07,6.856069254341949e-08,2.1430522599301487e-07,8.21964684420587e-07,6.078984853706862e-07,-1.4633649463667495e-07,-2.5223993494335673e-11,-9.520467944829814e-08,5.134627958336909e-09,2.8564754638799886e-06,9.319662936319435e-09,-4.0217503501584466e-07,-5.746653963272897e-08,-1.091320219827242e-07,6.908109350279014e-07
2021-02-23,-2.5852062890105144e-08,-2.006528994616032e-06,-2.3865735878375074e-07,-6.303125469234737e-07,-1.3326727719441616e-07,-1.495176379983191e-07,-3.3082030661795293e-07,-7.272281615725503e-08,-8.711476093456872e-08,-7.793809195521351e-08,1.7266508942093204e-07,-2.701507429165069e-07,2.390196684208021e-07,7.761419942287226e-07,7.210590904514164e-07,-1.4454213923079371e-07,-5.61662204132508e-08,-1.6622863009491934e-07,-5.7720095778246656e-08,1.308998112131264e-06,3.587890543847137e-07,1.1413046159987896e-07,-7.571272581627167e-08,-2.433446137406927e-07,1.705876460576206e-07
2021-02-24,2.386636487034916e-07,-1.2625457776162422e-06,-4.863207248344422e-07,-1.3306151466354106e-06,-6.112656816373949e-08,-7.558266257733546e-08,-1.2590929685977003e-07,-4.132012762056593e-08,-1.2551921026086605e-07,-1.4797815722700405e-07,-5.2458841981131325e-08,-3.771258239091942e-07,1.6887993969245389e-07,5.989676052058149e-07,4.6020186960046606e-07,-9.539255381768952e-08,-3.377386054493954e-08,-1.2318959070859274e-08,-3.159283561777301e-08,-7.944627627353313e-08,4.941595460557092e-07,6.279746554348051e-07,-5.099415287293237e-08,-3.85708245352084e-07,-1.5934196991656868e-07
2021-02-25,5.192461825653261e-07,-1.1552357919978434e-06,4.890086462973489e-07,-1.5866948310562286e-06,-6.365892135397366e-08,4.0930515180164764e-07,-1.080751066580065e-07,-7.308325262948039e-08,-1.435951889453502e-07,-1.0697768554778959e-07,3.686758869974065e-08,-4.182555878903598e-07,4.17317185951703e-07,8.424792204643174e-07,6.507247459549111e-07,-1.146683393515811e-07,1.7945177920338024e-08,-1.212241206040312e-07,2.241579446049288e-08,8.706216131403107e-07,2.3290928867974272e-07,1.3606810871843038e-06,-7.058414493620708e-08,-2.151711816976867e-07,2.598983801991523e-07
2021-02-26,3.104950944512244e-07,-2.0912267213091054e-06,-1.1684532332205968e-07,-1.7245157043628655e-06,-3.305440537376939e-08,5.053753598559696e-07,-1.641745574029466e-07,-7.69829348735754e-08,-1.4403795319627873e-07,-1.9684306749226055e-07,-1.1967869062089414e-07,-1.2849909561076013e-06,3.0591189723975804e-07,8.037348820462081e-07,4.550271501181123e-07,-1.3011876978209309e-07,-8.135966689897166e-08,-3.316622541402541e-07,-8.35509111259205e-08,-1.1846631055418956e-06,-4.88733467531922e-07,1.1698479119758995e-06,-7.176773059943483e-08,-2.49793086278345e-07,-2.6985937162260363e-07
2021-02-27,7.001078239408493e-08,-2.358628242133093e-06,2.9329176168063606e-07,-1.790289235953621e-06,-1.60755213886367e-07,4.1576011605543646e-07,-2.110955153324721e-07,-6.065154757104124e-08,-1.309696650664327e-07,-1.7963801377484285e-07,-2.0109069897938232e-07,-8.584027476778696e-07,2.575467568264029e-07,5.99970374111622e-07,2.8606450498660904e-07,-1.36090089804989e-07,-7.991615670457673e-08,-1.774193641371676e-07,-6.75897404751279e-08,-7.866509323015458e-07,-4.699879119001066e-08,6.577761447230231e-07,-6.237340028877671e-08,-3.1743739156962847e-07,-5.033819149677061e-07
2021-02-28,9.866664807333299e-08,-2.4892102632752403e-06,-2.97794528336799e-07,-1.833870629322428e-06,-1.7984489936053236e-07,3.4158967209643804e-07,-1.808717220888535e-07,-6.592146217810742e-08,-1.3609883331595682e-07,-2.0168783127073076e-07,-1.6635377853342665e-07,-8.776125332612321e-07,2.1594007453178112e-07,5.569145986585039e-07,2.1136249299800164e-07,-1.3977971501359972e-07,-8.716273694098515e-08,-1.7887467778613785e-07,-7.67007774252107e-08,-1.494058714928611e-06,2.2330217349494397e-07,7.740228480302107e-07,-6.334014454704844e-08,-3.3809826761098673e-07,-4.874378191714512e-07
2021-03-01,9.866664807333299e-08,-2.4892102632752403e-06,-2.97794528336799e-07,-1.833870629322428e-06,-1.7984489936053236e-07,3.4158967209643804e-07,-1.808717220888535e-07,-6.592146217810742e-08,-1.3609883331595682e-07,-2.0168783127073076e-07,-1.6635377853342665e-07,-8.776125332612321e-07,2.1594007453178112e-07,5.569145986585039e-07,2.1136249299800164e-07,-1.3977971501359972e-07,-8.716273694098515e-08,-1.7887467778613785e-07,-7.67007774252107e-08,-1.494058714928611e-06,2.2330217349494397e-07,7.740228480302107e-07,-6.334014454704844e-08,-3.3809826761098673e-07,-4.874378191714512e-07
2021-03-02,4.549977952491518e-07,-2.4877515062070383e-06,-1.4140889935212115e-07,-1.2781651422815847e-06,-2.773617254691606e-07,8.071401770925538e-07,-3.3711147830406285e-07,-7.354215103847102e-08,-1.297523919588763e-07,-2.403429512700435e-07,-2.118631730295607e-07,-1.2643080800424088e-06,3.145808558268888e-07,9.832202831008572e-07,4.411217248574775e-07,-1.4703674079093552e-07,-4.6468241311540164e-08,-9.326687296051056e-08,-3.8237299546343285e-08,2.7164413798158417e-07,4.6508384567280923e-07,1.4653050720167117e-06,-4.81434540821912e-08,-4.130506807585527e-07,-6.770788100997458e-07
2021-03-03,4.4956987586245746e-07,-2.9240157596882418e-06,-4.410667612998151e-07,-1.4776290100338896e-06,-1.7863886418204e-07,5.950480553356686e-07,-2.855929568317162e-07,-1.0764804522653484e-07,-1.9896832470802645e-07,-2.951767021012129e-07,-3.93520968524446e-07,-1.659006501287693e-06,3.625347860847563e-07,1.004003814659975e-06,4.3607768568727485e-07,-2.2318229518845803e-07,-5.7041807016901335e-08,-2.79849280964383e-07,-5.920848721253141e-08,-6.4417454226294e-07,7.590020360427298e-07,1.7978279184470932e-06,-7.404428064875071e-08,-5.962972094865035e-07,-1.0959289140483872e-06
